gene_callers_id	source	accession	accession2	prokka function	In Proteome	Mantis annotation	GhostKoala annotation	Description	ProteinCategory1	ProteinCategory2	ProteinCategory3	TR08_B05	TR09_B05	TR10_B05	TR11_B05	TR12_B05	TR13_B05	TR14_B05	TR15_B05	TR16_B05	TR17_B05_MW
629	prodigal	AFKMEEHG_02033	BB163_AFKMEEHG_02033	hypothetical protein	N	NA	NA														
630	prodigal	AFKMEEHG_02034	BB163_AFKMEEHG_02034	HTH-type transcriptional activator RhaS (rhaS_2)	N	NA	NA														
632	prodigal	AFKMEEHG_02036	BB163_AFKMEEHG_02036	tRNA (guanine-N(7)-)-methyltransferase (trmB)	N	NA	NA														
633	prodigal	AFKMEEHG_02037	BB163_AFKMEEHG_02037	DNA polymerase III PolC-type (polC_3)	N	NA	NA														
636	prodigal	AFKMEEHG_02040	BB163_AFKMEEHG_02040	hypothetical protein	N	NA	NA														
637	prodigal	AFKMEEHG_02041	BB163_AFKMEEHG_02041	hypothetical protein	N	NA	NA														
638	prodigal	AFKMEEHG_02042	BB163_AFKMEEHG_02042	hypothetical protein	N	NA	NA														
639	prodigal	AFKMEEHG_02043	BB163_AFKMEEHG_02043	hypothetical protein	N	NA	NA														
640	prodigal	AFKMEEHG_02044	BB163_AFKMEEHG_02044	hypothetical protein	N	NA	NA														
641	prodigal	AFKMEEHG_02019	BB163_AFKMEEHG_02019	hypothetical protein	N	NA	NA														
642	prodigal	AFKMEEHG_02018	BB163_AFKMEEHG_02018	hypothetical protein	N	NA	NA														
644	prodigal	AFKMEEHG_02015	BB163_AFKMEEHG_02015	hypothetical protein	N	NA	NA														
650	prodigal	AFKMEEHG_02009	BB163_AFKMEEHG_02009	tRNA-specific adenosine deaminase (tadA_2)	N	NA	NA														
656	prodigal	AFKMEEHG_02003	BB163_AFKMEEHG_02003	hypothetical protein	N	NA	NA														
658	prodigal	AFKMEEHG_02001	BB163_AFKMEEHG_02001	hypothetical protein	N	NA	NA														
660	prodigal	AFKMEEHG_01999	BB163_AFKMEEHG_01999	hypothetical protein	N	NA	NA														
665	prodigal	AFKMEEHG_01994	BB163_AFKMEEHG_01994	hypothetical protein	N	NA	NA														
667	prodigal	AFKMEEHG_01992	BB163_AFKMEEHG_01992	hypothetical protein	N	NA	NA														
669	prodigal	AFKMEEHG_01990	BB163_AFKMEEHG_01990	Transcriptional regulatory protein WalR (walR)	N	NA	NA														
673	prodigal	AFKMEEHG_01986	BB163_AFKMEEHG_01986	hypothetical protein	N	NA	NA														
674	prodigal	AFKMEEHG_01985	BB163_AFKMEEHG_01985	hypothetical protein	N	NA	NA														
675	prodigal	AFKMEEHG_01984	BB163_AFKMEEHG_01984	hypothetical protein	N	NA	NA														
676	prodigal	AFKMEEHG_01945	BB163_AFKMEEHG_01945	hypothetical protein	N	NA	NA														
680	prodigal	AFKMEEHG_01949	BB163_AFKMEEHG_01949	hypothetical protein	N	NA	NA														
682	prodigal	AFKMEEHG_00001	BB163_AFKMEEHG_00001	hypothetical protein	N	NA	NA														
683	prodigal	AFKMEEHG_00002	BB163_AFKMEEHG_00002	hypothetical protein	N	NA	NA														
685	prodigal	AFKMEEHG_00004	BB163_AFKMEEHG_00004	Inner membrane protein YrbG (yrbG_1)	N	NA	NA														
686	prodigal	AFKMEEHG_00005	BB163_AFKMEEHG_00005	hypothetical protein	N	NA	NA														
689	prodigal	AFKMEEHG_00008	BB163_AFKMEEHG_00008	Sulfate transport system permease protein CysW (cysW)	N	NA	NA														
690	prodigal	AFKMEEHG_00009	BB163_AFKMEEHG_00009	hypothetical protein	N	NA	NA														
691	prodigal	AFKMEEHG_01016	BB163_AFKMEEHG_01016	"Ferredoxin, 2Fe-2S"	N	NA	NA														
699	prodigal	AFKMEEHG_01024	BB163_AFKMEEHG_01024	Nitrogenase iron protein 1 (nifH1)	N	NA	NA														
702	prodigal	AFKMEEHG_01027	BB163_AFKMEEHG_01027	Hydrogenase maturation factor HypD (hypD)	N	NA	NA														
703	prodigal	AFKMEEHG_01028	BB163_AFKMEEHG_01028	hypothetical protein	N	NA	NA														
706	prodigal	AFKMEEHG_01031	BB163_AFKMEEHG_01031	Hydrogenase maturation factor HybF (hybF)	N	NA	NA														
709	prodigal	AFKMEEHG_01034	BB163_AFKMEEHG_01034	hypothetical protein	N	NA	NA														
710	prodigal	AFKMEEHG_01035	BB163_AFKMEEHG_01035	hypothetical protein	N	NA	NA														
711	prodigal	AFKMEEHG_01036	BB163_AFKMEEHG_01036	hypothetical protein	N	NA	NA														
712	prodigal	AFKMEEHG_01037	BB163_AFKMEEHG_01037	hypothetical protein	N	NA	NA														
715	prodigal	AFKMEEHG_00838	BB163_AFKMEEHG_00838	Beta-barrel assembly-enhancing protease (bepA_3)	N	NA	NA														
716	prodigal	AFKMEEHG_00839	BB163_AFKMEEHG_00839	Shikimate dehydrogenase (NADP( )) (aroE)	N	NA	NA														
722	prodigal	AFKMEEHG_00845	BB163_AFKMEEHG_00845	hypothetical protein	N	NA	NA														
725	prodigal	AFKMEEHG_00848	BB163_AFKMEEHG_00848	hypothetical protein	N	NA	NA														
726	prodigal	AFKMEEHG_02138	BB163_AFKMEEHG_02138	putative aspartate aminotransferase (aspC_2)	N	NA	NA														
727	prodigal	AFKMEEHG_02139	BB163_AFKMEEHG_02139	Purine nucleoside phosphorylase 1 (punA_2)	N	NA	NA														
728	prodigal	AFKMEEHG_02140	BB163_AFKMEEHG_02140	hypothetical protein	N	NA	NA														
729	prodigal	AFKMEEHG_01649	BB163_AFKMEEHG_01649	Cytochrome bd ubiquinol oxidase subunit 1 (cydA)	N	NA	NA														
730	prodigal	AFKMEEHG_01650	BB163_AFKMEEHG_01650	Cytochrome bd-I ubiquinol oxidase subunit 2 (cydB)	N	NA	NA														
733	prodigal	AFKMEEHG_01064	BB163_AFKMEEHG_01064	Outer membrane lipoprotein Blc (blc_1)	N	NA	NA														
734	prodigal	AFKMEEHG_01065	BB163_AFKMEEHG_01065	Formyltetrahydrofolate deformylase (purU_1)	N	NA	NA														
736	prodigal	AFKMEEHG_01067	BB163_AFKMEEHG_01067	hypothetical protein	N	NA	NA														
739	prodigal	AFKMEEHG_01070	BB163_AFKMEEHG_01070	hypothetical protein	N	NA	NA														
743	prodigal	AFKMEEHG_01074	BB163_AFKMEEHG_01074	Epoxyqueuosine reductase (queG)	N	NA	NA														
747	prodigal	AFKMEEHG_01078	BB163_AFKMEEHG_01078	Dodecaprenyl-phosphate galacturonate synthase (rgtE_2)	N	NA	NA														
749	prodigal	AFKMEEHG_01474	BB163_AFKMEEHG_01474	hypothetical protein	N	NA	NA														
751	prodigal	AFKMEEHG_01476	BB163_AFKMEEHG_01476	Endonuclease 4 (nfo_2)	N	NA	NA														
753	prodigal	AFKMEEHG_01479	BB163_AFKMEEHG_01479	putative riboflavin import permease protein RfuD (rfuD)	N	NA	NA														
756	prodigal	AFKMEEHG_01482	BB163_AFKMEEHG_01482	Phosphorylated carbohydrates phosphatase	N	NA	NA														
760	prodigal	AFKMEEHG_01486	BB163_AFKMEEHG_01486	hypothetical protein	N	NA	NA														
761	prodigal	AFKMEEHG_01487	BB163_AFKMEEHG_01487	hypothetical protein	N	NA	NA														
762	prodigal	AFKMEEHG_01488	BB163_AFKMEEHG_01488	hypothetical protein	N	NA	NA														
763	prodigal	AFKMEEHG_01489	BB163_AFKMEEHG_01489	hypothetical protein	N	NA	NA														
769	prodigal	AFKMEEHG_01495	BB163_AFKMEEHG_01495	hypothetical protein	N	NA	NA														
770	prodigal	AFKMEEHG_01496	BB163_AFKMEEHG_01496	hypothetical protein	N	NA	NA														
771	prodigal	AFKMEEHG_01392	BB163_AFKMEEHG_01392	Type IV secretion system protein virB4 (virB4)	N	NA	NA														
772	prodigal	AFKMEEHG_01393	BB163_AFKMEEHG_01393	hypothetical protein	N	NA	NA														
773	prodigal	AFKMEEHG_01394	BB163_AFKMEEHG_01394	hypothetical protein	N	NA	NA														
774	prodigal	AFKMEEHG_01395	BB163_AFKMEEHG_01395	Type IV secretion system protein VirB11	N	NA	NA														
775	prodigal	AFKMEEHG_01396	BB163_AFKMEEHG_01396	hypothetical protein	N	NA	NA														
783	prodigal	AFKMEEHG_01199	BB163_AFKMEEHG_01199	"3'(2'),5'-bisphosphate nucleotidase CysQ (cysQ)"	N	NA	NA														
785	prodigal	AFKMEEHG_01197	BB163_AFKMEEHG_01197	Cytochrome bc complex cytochrome b subunit (petB)	N	NA	NA														
790	prodigal	AFKMEEHG_01191	BB163_AFKMEEHG_01191	hypothetical protein	N	NA	NA														
802	prodigal	AFKMEEHG_01179	BB163_AFKMEEHG_01179	Glutamate racemase (murI)	N	NA	NA														
808	prodigal	AFKMEEHG_01173	BB163_AFKMEEHG_01173	hypothetical protein	N	NA	NA														
809	prodigal	AFKMEEHG_01172	BB163_AFKMEEHG_01172	hypothetical protein	N	NA	NA														
811	prodigal	AFKMEEHG_01170	BB163_AFKMEEHG_01170	Regulatory protein RecX (recX)	N	NA	NA														
819	prodigal	AFKMEEHG_01162	BB163_AFKMEEHG_01162	Fe/S biogenesis protein NfuA (nfuA)	N	NA	NA														
822	prodigal	AFKMEEHG_01159	BB163_AFKMEEHG_01159	hypothetical protein	N	NA	NA														
830	prodigal	AFKMEEHG_01151	BB163_AFKMEEHG_01151	Adenosyl-chloride synthase (salL)	N	NA	NA														
833	prodigal	AFKMEEHG_01148	BB163_AFKMEEHG_01148	RNA polymerase sigma factor SigA (sigA)	N	NA	NA														
842	prodigal	AFKMEEHG_01139	BB163_AFKMEEHG_01139	Cytochrome c biogenesis protein CcsA (ccsA)	N	NA	NA														
844	prodigal	AFKMEEHG_01137	BB163_AFKMEEHG_01137	hypothetical protein	N	NA	NA														
845	prodigal	AFKMEEHG_01136	BB163_AFKMEEHG_01136	putative adenylyltransferase/sulfurtransferase MoeZ (moeZ)	N	NA	NA														
861	prodigal	AFKMEEHG_00011	BB163_AFKMEEHG_00011	hypothetical protein	N	NA	NA														
862	prodigal	AFKMEEHG_00012	BB163_AFKMEEHG_00012	Glutamyl-tRNA(Gln) amidotransferase subunit C (gatC)	N	NA	NA														
867	prodigal	AFKMEEHG_00018	BB163_AFKMEEHG_00018	hypothetical protein	N	NA	NA														
871	prodigal	AFKMEEHG_00022	BB163_AFKMEEHG_00022	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carbox ylate synthase (menH)"	N	NA	NA														
873	prodigal	AFKMEEHG_00024	BB163_AFKMEEHG_00024	o-succinylbenzoate synthase (menC)	N	NA	NA														
874	prodigal	AFKMEEHG_00025	BB163_AFKMEEHG_00025	2-succinylbenzoate--CoA ligase (menE)	N	NA	NA														
875	prodigal	AFKMEEHG_00026	BB163_AFKMEEHG_00026	hypothetical protein	N	NA	NA														
879	prodigal	AFKMEEHG_00030	BB163_AFKMEEHG_00030	Putative 3-methyladenine DNA glycosylase	N	NA	NA														
883	prodigal	AFKMEEHG_00034	BB163_AFKMEEHG_00034	Carboxylesterase 2 (estB)	N	NA	NA														
886	prodigal	AFKMEEHG_00037	BB163_AFKMEEHG_00037	hypothetical protein	N	NA	NA														
887	prodigal	AFKMEEHG_00038	BB163_AFKMEEHG_00038	hypothetical protein	N	NA	NA														
888	prodigal	AFKMEEHG_00039	BB163_AFKMEEHG_00039	hypothetical protein	N	NA	NA														
892	prodigal	AFKMEEHG_00043	BB163_AFKMEEHG_00043	"6-phosphogluconate dehydrogenase, NAD( )-dependent, decarboxylating"	N	NA	NA														
895	prodigal	AFKMEEHG_00046	BB163_AFKMEEHG_00046	hypothetical protein	N	NA	NA														
898	prodigal	AFKMEEHG_00049	BB163_AFKMEEHG_00049	hypothetical protein	N	NA	NA														
908	prodigal	AFKMEEHG_00059	BB163_AFKMEEHG_00059	hypothetical protein	N	NA	NA														
909	prodigal	AFKMEEHG_00060	BB163_AFKMEEHG_00060	Anaerobic sulfite reductase subunit A (asrA)	N	NA	NA														
910	prodigal	AFKMEEHG_00061	BB163_AFKMEEHG_00061	"Dihydroorotate dehydrogenase B (NAD( )), electron transfer subunit (pyrK_1)"	N	NA	NA														
916	prodigal	AFKMEEHG_00067	BB163_AFKMEEHG_00067	Protein YrdA (yrdA)	N	NA	NA														
925	prodigal	AFKMEEHG_00076	BB163_AFKMEEHG_00076	hypothetical protein	N	NA	NA														
931	prodigal	AFKMEEHG_00082	BB163_AFKMEEHG_00082	putative zinc protease	N	NA	NA														
935	prodigal	AFKMEEHG_00086	BB163_AFKMEEHG_00086	hypothetical protein	N	NA	NA														
936	prodigal	AFKMEEHG_00087	BB163_AFKMEEHG_00087	hypothetical protein	N	NA	NA														
939	prodigal	AFKMEEHG_00090	BB163_AFKMEEHG_00090	Bacteriochlorophyll c-binding protein (csmA_1)	N	NA	NA														
948	prodigal	AFKMEEHG_01621	BB163_AFKMEEHG_01621	Aerobic cobaltochelatase subunit CobN (cobN_2)	N	NA	NA														
949	prodigal	AFKMEEHG_01620	BB163_AFKMEEHG_01620	hypothetical protein	N	NA	NA														
950	prodigal	AFKMEEHG_01619	BB163_AFKMEEHG_01619	hypothetical protein	N	NA	NA														
953	prodigal	AFKMEEHG_01252	BB163_AFKMEEHG_01252	hypothetical protein	N	NA	NA														
955	prodigal	AFKMEEHG_02265	BB163_AFKMEEHG_02265	Magnesium-protoporphyrin O-methyltransferase (chlM_2)	N	NA	NA														
956	prodigal	AFKMEEHG_02266	BB163_AFKMEEHG_02266	hypothetical protein	N	NA	NA														
959	prodigal	AFKMEEHG_00109	BB163_AFKMEEHG_00109	"4,4'-diaponeurosporenoate glycosyltransferase (crtQ_1)"	N	NA	NA														
961	prodigal	AFKMEEHG_00111	BB163_AFKMEEHG_00111	"UDP-2,3-diacylglucosamine hydrolase (lpxH_1)"	N	NA	NA														
965	prodigal	AFKMEEHG_00465	BB163_AFKMEEHG_00465	"4,4'-diaponeurosporenoate glycosyltransferase (crtQ_2)"	N	NA	NA														
966	prodigal	AFKMEEHG_00466	BB163_AFKMEEHG_00466	ATP phosphoribosyltransferase (hisG_2)	N	NA	NA														
967	prodigal	AFKMEEHG_00467	BB163_AFKMEEHG_00467	"UDP-2,3-diacylglucosamine hydrolase (lpxH_2)"	N	NA	NA														
968	prodigal	AFKMEEHG_00468	BB163_AFKMEEHG_00468	hypothetical protein	N	NA	NA														
969	prodigal	AFKMEEHG_00469	BB163_AFKMEEHG_00469	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (menA_4)"	N	NA	NA														
971	prodigal	AFKMEEHG_00849	BB163_AFKMEEHG_00849	Multidrug resistance protein MdtC (mdtC)	N	NA	NA														
975	prodigal	AFKMEEHG_00853	BB163_AFKMEEHG_00853	hypothetical protein	N	NA	NA														
979	prodigal	AFKMEEHG_00857	BB163_AFKMEEHG_00857	hypothetical protein	N	NA	NA														
982	prodigal	AFKMEEHG_00860	BB163_AFKMEEHG_00860	Amidophosphoribosyltransferase (purF_2)	N	NA	NA														
986	prodigal	AFKMEEHG_00864	BB163_AFKMEEHG_00864	Heme chaperone HemW (hemW)	N	NA	NA														
992	prodigal	AFKMEEHG_00870	BB163_AFKMEEHG_00870	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (bchL)	N	NA	NA														
995	prodigal	AFKMEEHG_00873	BB163_AFKMEEHG_00873	hypothetical protein	N	NA	NA														
1006	prodigal	AFKMEEHG_00884	BB163_AFKMEEHG_00884	Translation initiation factor IF-1 (infA)	N	NA	NA														
1018	prodigal	AFKMEEHG_00897	BB163_AFKMEEHG_00897	50S ribosomal protein L14 (rplN)	N	NA	NA														
1029	prodigal	AFKMEEHG_00908	BB163_AFKMEEHG_00908	30S ribosomal protein S10 (rpsJ)	N	NA	NA														
1033	prodigal	AFKMEEHG_00912	BB163_AFKMEEHG_00912	30S ribosomal protein S12 (rpsL)	N	NA	NA														
1036	prodigal	AFKMEEHG_00915	BB163_AFKMEEHG_00915	hypothetical protein	N	NA	NA														
1039	prodigal	AFKMEEHG_00918	BB163_AFKMEEHG_00918	HPr-like protein Crh (crh)	N	NA	NA														
1040	prodigal	AFKMEEHG_00919	BB163_AFKMEEHG_00919	Amino-acid acetyltransferase (argA)	N	NA	NA														
1042	prodigal	AFKMEEHG_00921	BB163_AFKMEEHG_00921	Exodeoxyribonuclease 7 small subunit (xseB)	N	NA	NA														
1047	prodigal	AFKMEEHG_00926	BB163_AFKMEEHG_00926	hypothetical protein	N	NA	NA														
1048	prodigal	AFKMEEHG_00927	BB163_AFKMEEHG_00927	hypothetical protein	N	NA	NA														
1053	prodigal	AFKMEEHG_00932	BB163_AFKMEEHG_00932	hypothetical protein	N	NA	NA														
1058	prodigal	AFKMEEHG_00937	BB163_AFKMEEHG_00937	hypothetical protein	N	NA	NA														
1059	prodigal	AFKMEEHG_00938	BB163_AFKMEEHG_00938	hypothetical protein	N	NA	NA														
1061	prodigal	AFKMEEHG_00940	BB163_AFKMEEHG_00940	Pantothenate precursors transporter PanS (panS)	N	NA	NA														
1062	prodigal	AFKMEEHG_00941	BB163_AFKMEEHG_00941	Sugar transporter SemiSWEET	N	NA	NA														
1063	prodigal	AFKMEEHG_00942	BB163_AFKMEEHG_00942	Pyrroline-5-carboxylate reductase (proC)	N	NA	NA														
1064	prodigal	AFKMEEHG_00943	BB163_AFKMEEHG_00943	hypothetical protein	N	NA	NA														
1066	prodigal	AFKMEEHG_00945	BB163_AFKMEEHG_00945	hypothetical protein	N	NA	NA														
1071	prodigal	AFKMEEHG_00950	BB163_AFKMEEHG_00950	hypothetical protein	N	NA	NA														
1072	prodigal	AFKMEEHG_00951	BB163_AFKMEEHG_00951	hypothetical protein	N	NA	NA														
1076	prodigal	AFKMEEHG_00955	BB163_AFKMEEHG_00955	Na( )-translocating NADH-quinone reductase subunit E (nqrE)	N	NA	NA														
1077	prodigal	AFKMEEHG_00956	BB163_AFKMEEHG_00956	Na( )-translocating NADH-quinone reductase subunit D (nqrD)	N	NA	NA														
1088	prodigal	AFKMEEHG_00967	BB163_AFKMEEHG_00967	Putative pre-16S rRNA nuclease (yrrK)	N	NA	NA														
1095	prodigal	AFKMEEHG_00974	BB163_AFKMEEHG_00974	hypothetical protein	N	NA	NA														
1099	prodigal	AFKMEEHG_00978	BB163_AFKMEEHG_00978	Glycerol-3-phosphate acyltransferase (plsY)	N	NA	NA														
1106	prodigal	AFKMEEHG_00985	BB163_AFKMEEHG_00985	Uridine kinase (udk)	N	NA	NA														
1107	prodigal	AFKMEEHG_00986	BB163_AFKMEEHG_00986	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (bioA)	N	NA	NA														
1108	prodigal	AFKMEEHG_00987	BB163_AFKMEEHG_00987	ATP-dependent dethiobiotin synthetase BioD (bioD)	N	NA	NA														
1109	prodigal	AFKMEEHG_00988	BB163_AFKMEEHG_00988	Trans-aconitate 2-methyltransferase (tam)	N	NA	NA														
1110	prodigal	AFKMEEHG_00989	BB163_AFKMEEHG_00989	putative protein	N	NA	NA														
1111	prodigal	AFKMEEHG_00990	BB163_AFKMEEHG_00990	8-amino-7-oxononanoate synthase (bioF_2)	N	NA	NA														
1123	prodigal	AFKMEEHG_01002	BB163_AFKMEEHG_01002	DNA base-flipping protein (atl)	N	NA	NA														
1128	prodigal	AFKMEEHG_01007	BB163_AFKMEEHG_01007	putative nicotinate-nucleotide adenylyltransferase (nadD_1)	N	NA	NA														
1130	prodigal	AFKMEEHG_01009	BB163_AFKMEEHG_01009	hypothetical protein	N	NA	NA														
1132	prodigal	AFKMEEHG_01012	BB163_AFKMEEHG_01012	ATP synthase subunit delta (atpH_1)	N	NA	NA														
1133	prodigal	AFKMEEHG_01013	BB163_AFKMEEHG_01013	ATP synthase subunit b (atpF_1)	N	NA	NA														
1134	prodigal	AFKMEEHG_01014	BB163_AFKMEEHG_01014	ATP synthase subunit c (atpE_1)	N	NA	NA														
1135	prodigal	AFKMEEHG_01015	BB163_AFKMEEHG_01015	ATP synthase subunit a (atpB_1)	N	NA	NA														
1136	prodigal	AFKMEEHG_01902	BB163_AFKMEEHG_01902	hypothetical protein	N	NA	NA														
1137	prodigal	AFKMEEHG_01901	BB163_AFKMEEHG_01901	Arginine--tRNA ligase (argS_2)	N	NA	NA														
1138	prodigal	AFKMEEHG_01900	BB163_AFKMEEHG_01900	putative nicotinate-nucleotide adenylyltransferase (nadD_2)	N	NA	NA														
1139	prodigal	AFKMEEHG_01899	BB163_AFKMEEHG_01899	Outer membrane protein assembly factor BamD (bamD_2)	N	NA	NA														
1140	prodigal	AFKMEEHG_01898	BB163_AFKMEEHG_01898	hypothetical protein	N	NA	NA														
1141	prodigal	AFKMEEHG_01897	BB163_AFKMEEHG_01897	hypothetical protein	N	NA	NA														
1144	prodigal	AFKMEEHG_01893	BB163_AFKMEEHG_01893	ATP synthase subunit c (atpE_2)	N	NA	NA														
1146	prodigal	AFKMEEHG_01891	BB163_AFKMEEHG_01891	hypothetical protein	N	NA	NA														
1147	prodigal	AFKMEEHG_01890	BB163_AFKMEEHG_01890	hypothetical protein	N	NA	NA														
1149	prodigal	AFKMEEHG_01888	BB163_AFKMEEHG_01888	Polyphenol oxidase	N	NA	NA														
1150	prodigal	AFKMEEHG_01887	BB163_AFKMEEHG_01887	hypothetical protein	N	NA	NA														
1155	prodigal	AFKMEEHG_01882	BB163_AFKMEEHG_01882	hypothetical protein	N	NA	NA														
1164	prodigal	AFKMEEHG_01873	BB163_AFKMEEHG_01873	Phospho-N-acetylmuramoyl-pentapeptide-transferas e (mraY)	N	NA	NA														
1168	prodigal	AFKMEEHG_01869	BB163_AFKMEEHG_01869	hypothetical protein	N	NA	NA														
1170	prodigal	AFKMEEHG_01867	BB163_AFKMEEHG_01867	Transcriptional regulator MraZ (mraZ)	N	NA	NA														
1176	prodigal	AFKMEEHG_01861	BB163_AFKMEEHG_01861	hypothetical protein	N	NA	NA														
1178	prodigal	AFKMEEHG_01859	BB163_AFKMEEHG_01859	hypothetical protein	N	NA	NA														
1185	prodigal	AFKMEEHG_01852	BB163_AFKMEEHG_01852	DNA replication and repair protein RecF (recF_3)	N	NA	NA														
1186	prodigal	AFKMEEHG_01851	BB163_AFKMEEHG_01851	hypothetical protein	N	NA	NA														
1190	prodigal	AFKMEEHG_01847	BB163_AFKMEEHG_01847	hypothetical protein	N	NA	NA														
1198	prodigal	AFKMEEHG_01839	BB163_AFKMEEHG_01839	hypothetical protein	N	NA	NA														
1203	prodigal	AFKMEEHG_01834	BB163_AFKMEEHG_01834	hypothetical protein	N	NA	NA														
1206	prodigal	AFKMEEHG_01831	BB163_AFKMEEHG_01831	Thiosulfate sulfurtransferase GlpE (glpE)	N	NA	NA														
1207	prodigal	AFKMEEHG_01830	BB163_AFKMEEHG_01830	Sulfur carrier protein TusA (tusA_2)	N	NA	NA														
1208	prodigal	AFKMEEHG_01829	BB163_AFKMEEHG_01829	"Cobyrinate a,c-diamide synthase (cbiA_2)"	N	NA	NA														
1213	prodigal	AFKMEEHG_01824	BB163_AFKMEEHG_01824	hypothetical protein	N	NA	NA														
1214	prodigal	AFKMEEHG_01823	BB163_AFKMEEHG_01823	Putative sulfurtransferase DsrE (dsrE)	N	NA	NA														
1215	prodigal	AFKMEEHG_01822	BB163_AFKMEEHG_01822	Intracellular sulfur oxidation protein DsrF (dsrF)	N	NA	NA														
1216	prodigal	AFKMEEHG_01821	BB163_AFKMEEHG_01821	Protein TusB (tusB)	N	NA	NA														
1217	prodigal	AFKMEEHG_01820	BB163_AFKMEEHG_01820	hypothetical protein	N	NA	NA														
1220	prodigal	AFKMEEHG_01817	BB163_AFKMEEHG_01817	hypothetical protein	N	NA	NA														
1221	prodigal	AFKMEEHG_01816	BB163_AFKMEEHG_01816	Tetrathionate reductase subunit B (ttrB)	N	NA	NA														
1222	prodigal	AFKMEEHG_01815	BB163_AFKMEEHG_01815	hypothetical protein	N	NA	NA														
1223	prodigal	AFKMEEHG_01814	BB163_AFKMEEHG_01814	Precorrin-2 dehydrogenase (sirC)	N	NA	NA														
